gene,fst,log2fold
Mcavernosa19852,0,-0.300396235
Mcavernosa19855,0.03629195,-0.189985895
Mcavernosa19860,0.062913152,-0.074995269
Mcavernosa19880,0.042253521,0.702039518
Mcavernosa19881,0.033333333,1.238332573
Mcavernosa19884,0.043478261,-0.273653947
Mcavernosa19897,0.046391753,-0.091289754
Mcavernosa20730,0.289477174,-0.910861137
Mcavernosa19910,0,-0.188220107
Mcavernosa19912,0.099930713,-0.390974437
Mcavernosa19917,0,0.313989945
Mcavernosa19924,0.035689699,0.431525849
Mcavernosa19943,0.041891892,-1.513713989
Mcavernosa19944,0.107509914,-1.753617111
Mcavernosa19947,0.028571429,0.245911478
Mcavernosa10827,0.291684799,-2.693513709
Mcavernosa19973,0.036990679,-0.286557216
Mcavernosa19979,0.04916728,-0.056913862
Mcavernosa19990,0.045454545,0.566817481
Mcavernosa19992,0.035087719,0.245608031
Mcavernosa19994,0,0.932625064
Mcavernosa20002,0.094075959,0.649687734
Mcavernosa20006,0,0.347863849
Mcavernosa20014,0.035365919,-0.187711322
Mcavernosa20018,0,0.401851603
Mcavernosa20027,0.049359413,0.074210805
Mcavernosa20036,0,0.105407914
Mcavernosa20040,0.046673095,-0.447348923
Mcavernosa20041,0.075768942,0.412061532
Mcavernosa20048,0.044188396,-0.139754258
Mcavernosa20049,0.042553191,-0.276071602
Mcavernosa20050,0,-0.574773057
Mcavernosa14542,0.289473902,0.870385156
Mcavernosa20086,0.03922211,0.38347013
Mcavernosa21739,0.290243822,2.566913458
Mcavernosa20091,0.120016912,0.353229408
Mcavernosa20108,0.04,0.513202939
Mcavernosa20110,0.041666667,-0.576091454
Mcavernosa20133,0.032493907,0.233732854
Mcavernosa20141,0.035920462,0.031889994
Mcavernosa20143,0,-0.321655844
Mcavernosa20144,0.034482759,-0.89148434
Mcavernosa20154,0.034345572,0.587281921
Mcavernosa20189,0.058823529,0.074699115
Mcavernosa20212,0.038612531,0.202576319
Mcavernosa20214,0.043478261,0.229511716
Mcavernosa16866,0.291779843,-2.847983231
Mcavernosa20229,0.042857143,-0.53597729
Mcavernosa20230,0.015813635,0.662945963
Mcavernosa20231,0.04379562,-0.187254103
Mcavernosa20232,0.03641265,1.71887197
Mcavernosa20233,0.035719107,1.504445789
Mcavernosa20237,0.055276382,1.09703705
Mcavernosa20242,0.044444444,-0.322319729
Mcavernosa20250,0.04,-0.987728602
Mcavernosa20264,0.039370079,0.172832425
Mcavernosa20269,0.043478261,0.10540867
Mcavernosa20285,0.034840772,0.270949989
Mcavernosa20293,0,0.201043252
Mcavernosa20294,0.040816327,-0.107524619
Mcavernosa20297,0.034844085,0.060387795
Mcavernosa20308,0.040816327,0.44585438
Mcavernosa20318,0.031746032,0.04705174
Mcavernosa20338,0.038216561,0.09914297
Mcavernosa11860,0.294052429,2.652635495
Mcavernosa20347,0.066373232,0.549755655
Mcavernosa20353,0.037900875,-0.047736719
Mcavernosa20360,0.035904417,0.19216323
Mcavernosa20362,0.058823529,0.230585339
Mcavernosa24379,0.291904814,-0.545961897
Mcavernosa14924,0.292950748,-1.017327365
Mcavernosa20388,0.037004969,-0.178449231
Mcavernosa20389,0.041666667,-0.585630849
Mcavernosa20422,0.0375,-0.252772082
Mcavernosa20426,0,-0.23480117
Mcavernosa20432,0.045454545,-0.118690688
Mcavernosa20434,0.077684133,0.806297151
Mcavernosa20439,0.044444444,0.225414397
Mcavernosa20462,0.036199095,-0.35444946
Mcavernosa20468,0,0.030489533
Mcavernosa20471,0,0.633359218
Mcavernosa20511,0,-0.282526589
Mcavernosa02279,0.293686398,-2.176938955
Mcavernosa20543,0,-0.462144166
Mcavernosa20547,0.035549082,-0.172981101
Mcavernosa20558,0.035087719,-0.498256539
Mcavernosa20562,0.042553191,0.099611046
Mcavernosa20574,0.035707536,0.124784452
Mcavernosa20576,0.033333333,1.147514972
Mcavernosa20578,0.079072878,0.893681512
Mcavernosa20592,0,0.686476664
Mcavernosa20610,0.042699253,0.222193142
Mcavernosa28606,0.294312179,2.032640036
Mcavernosa20624,0.046153846,-0.046810639
Mcavernosa04495,0.298163801,-0.967541122
Mcavernosa20633,0.063637979,0.407645512
Mcavernosa20637,0.032786885,-0.474038011
Mcavernosa20639,0.013034133,0.52794799
Mcavernosa20643,0.114977598,0.295341366
Mcavernosa20752,0.294966131,0.846574261
Mcavernosa20650,0.047081712,1.190515003
Mcavernosa20657,0,0.138413302
Mcavernosa20660,0.045454545,1.927102123
Mcavernosa20678,0,0.596662259
Mcavernosa20680,0.047368421,0.139424776
Mcavernosa20681,0.11418843,-0.194645735
Mcavernosa20682,0.103894041,0.344713594
Mcavernosa20685,0.04,0.220331873
Mcavernosa20692,0,0.108626609
Mcavernosa20725,0.035460993,-0.367476548
Mcavernosa20727,0,-0.262132437
Mcavernosa20728,0.051075269,0.596234672
Mcavernosa14567,0.301440004,-2.445388427
Mcavernosa20731,0.033784674,0.477676431
Mcavernosa20733,0.037735849,0.870967057
Mcavernosa20737,0.038435604,-0.249382439
Mcavernosa20741,0,-0.471261874
Mcavernosa20742,0.040816327,-0.188635498
Mcavernosa20746,0.1001117,-0.318507111
Mcavernosa20751,0.034986544,-0.328666838
Mcavernosa18951,0.295460858,0.264098377
Mcavernosa20753,0,-0.154740397
Mcavernosa20760,0.040675365,-0.596209109
Mcavernosa20769,0.038627341,0.559536732
Mcavernosa20799,0.035498995,0.111352788
Mcavernosa20800,0,-0.468098632
Mcavernosa20819,0.042857143,-0.112067893
Mcavernosa20823,0.036093018,-0.509176703
Mcavernosa20841,0.045454545,-0.507467803
Mcavernosa24935,0.295981858,1.038015721
Mcavernosa20870,0.041243353,0.171845269
Mcavernosa20895,0.037037037,0.168562613
Mcavernosa20896,0.050847458,0.655744833
Mcavernosa20914,0,0.111659395
Mcavernosa20919,0.042909239,-0.217875674
Mcavernosa20920,0.040816327,-0.010124639
Mcavernosa20933,0,-0.23494222
Mcavernosa20940,0.039215686,0.100703994
Mcavernosa20941,0.03960396,0.071452198
Mcavernosa20942,0.037037037,-1.031976793
Mcavernosa20949,0.037906137,0.261185989
Mcavernosa20958,0.05621412,0.125013527
Mcavernosa20969,0.121252391,-0.537556578
Mcavernosa00285,0.2967309,2.873838612
Mcavernosa24323,0.301553418,-0.850284622
Mcavernosa20979,0.055551869,0.132227369
Mcavernosa20985,0,0.009752911
Mcavernosa20988,0.04040404,0.624850921
Mcavernosa20991,0.017220331,-0.130981927
Mcavernosa20992,0.035273369,0.193210785
Mcavernosa00801,0.298098053,2.241607188
Mcavernosa21005,0.099638594,0.185920295
Mcavernosa21019,0.094060981,0.278780391
Mcavernosa17674,0.298170184,2.338112496
Mcavernosa01785,0.299722981,2.427089139
Mcavernosa21042,0,0.345905301
Mcavernosa21044,0.01513591,1.472933201
Mcavernosa21045,0.041666667,0.416297437
Mcavernosa21047,0.039215686,-0.401948596
Mcavernosa21054,0,0.114822457
Mcavernosa21059,0,-0.227169226
Mcavernosa21061,0.066666667,-0.469707858
Mcavernosa21072,0,0.331103085
Mcavernosa21074,0.046965318,-0.156092817
Mcavernosa21104,0.034897148,-0.004612893
Mcavernosa21108,0.044444444,0.112432547
Mcavernosa21123,0.040650407,0.731326172
Mcavernosa21130,0,-0.209139712
Mcavernosa21135,0.038961039,0.531770919
Mcavernosa21153,0.041666667,-0.026368744
Mcavernosa21155,0.057893652,-0.373484006
Mcavernosa21162,0.045454545,0.509929907
Mcavernosa21168,0,-0.16467631
Mcavernosa21173,0.044645971,0.310051851
Mcavernosa21174,0.032923996,0.257697344
Mcavernosa21183,0.050630958,-0.301395863
Mcavernosa21185,0.041263007,-0.327429362
Mcavernosa21213,0.106794328,0.510954589
Mcavernosa21215,0.041666667,0.530728949
Mcavernosa21231,0.037182701,-1.069102763
Mcavernosa21282,0.044444444,0.003495927
Mcavernosa21285,0.05994152,-0.563205593
Mcavernosa21290,0.035367825,0.186017012
Mcavernosa21293,0.042253521,0.423043489
Mcavernosa21299,0,0.232538312
Mcavernosa21306,0.051373955,0.269509741
Mcavernosa18753,0.301385405,0.898251627
Mcavernosa21311,0.043841336,-2.002574001
Mcavernosa21313,0.104409346,0.943160163
Mcavernosa21326,0,-0.079989067
Mcavernosa21328,0.044444444,-0.087542218
Mcavernosa21349,0.040822346,0.60261848
Mcavernosa21353,0.042553191,-0.050594082
Mcavernosa21358,0.07541591,1.825429108
Mcavernosa21364,0.041666667,0.217906451
Mcavernosa21366,0.041666667,0.154614436
Mcavernosa07146,0.30311333,-1.854340068
Mcavernosa21373,0.033333333,-0.147686983
Mcavernosa21392,0.037943617,-0.892714349
Mcavernosa21393,0.036912752,0.216059582
Mcavernosa21397,0.048913043,-0.001240024
Mcavernosa21422,0.044444444,-0.299898636
Mcavernosa21429,0.035761964,0.341193351
Mcavernosa21434,0,0.60961218
Mcavernosa21442,0.042416452,0.615602665
Mcavernosa21445,0.039215686,-1.001643352
Mcavernosa21468,0.038613548,-0.235985353
Mcavernosa21474,0,0.080292665
Mcavernosa21476,0.035714286,-0.006473893
Mcavernosa34043,0.302074025,0.925137889
Mcavernosa21494,0,-0.472221506
Mcavernosa21509,0.042553191,-0.190971306
Mcavernosa21524,0.044642857,-0.473319421
Mcavernosa21526,0.084134732,0.234124107
Mcavernosa21529,0.099622114,-0.46387749
Mcavernosa21532,0,-0.514335993
Mcavernosa21533,0.035671867,0.277983299
Mcavernosa21537,0.048868789,-0.501773772
Mcavernosa21539,0.035173272,-1.596117965
Mcavernosa21552,0,-0.422828025
Mcavernosa21562,0.055700598,0.1075283
Mcavernosa06852,0.304740034,2.18149042
Mcavernosa21590,0.08235772,0.107758051
Mcavernosa21592,0.041666667,0.192984384
Mcavernosa21601,0.037037037,0.110871856
Mcavernosa22422,0.304864869,0.535871853
Mcavernosa21610,0,-0.015741473
Mcavernosa21625,0,-0.665370843
Mcavernosa21631,0,1.152479676
Mcavernosa21637,0.041272294,0.470491258
Mcavernosa21639,0.092234666,0.264700785
Mcavernosa21652,0.033333333,0.582527525
Mcavernosa21653,0.116882176,0.760649657
Mcavernosa21661,0.004943062,-0.04788082
Mcavernosa21667,0.033898305,-0.326568
Mcavernosa21682,0.028571429,-0.175467779
Mcavernosa21684,0,-0.027989688
Mcavernosa21696,0.062051971,0.68060724
Mcavernosa12832,0.306305837,-0.971379893
Mcavernosa08739,0.31094346,-2.240610368
Mcavernosa31504,0.305416261,2.259606486
Mcavernosa21722,0.033333333,0.04493934
Mcavernosa21726,0,0.61539531
Mcavernosa21733,0.031578947,0.195677822
Mcavernosa01747,0.311293078,-2.457430985
Mcavernosa21742,0.033333333,0.422448695
Mcavernosa21752,0.055638706,0.426862635
Mcavernosa21764,0,-1.001652021
Mcavernosa21773,0.027777778,0.30984434
Mcavernosa21774,0.034013605,0.398520277
Mcavernosa21778,0.044871795,1.193564034
Mcavernosa21800,0,0.403215705
Mcavernosa21804,0.035743682,-0.391066501
Mcavernosa03363,0.310840264,2.109910147
Mcavernosa21816,0.042105263,-0.616521706
Mcavernosa21830,0.045454545,-0.158208147
Mcavernosa21833,0,0.107957443
Mcavernosa21862,0,-0.4209105
Mcavernosa21864,0,-0.475568268
Mcavernosa21871,0,-0.722900419
Mcavernosa21906,0,0.304057955
Mcavernosa21907,0,0.468340902
Mcavernosa12805,0.317086273,1.754851452
Mcavernosa21921,0.036176865,-0.612588087
Mcavernosa21925,0.051282051,0.434010302
Mcavernosa21928,0.033333333,1.117610672
Mcavernosa21929,0.097305593,-0.186328342
Mcavernosa21931,0.03030303,0.732858199
Mcavernosa21968,0.034340567,-0.01155702
Mcavernosa22012,0,0.647385999
Mcavernosa22015,0.040031397,-0.10051422
Mcavernosa22025,0.056277442,0.373213794
Mcavernosa22026,0,0.393549506
Mcavernosa22031,0,-0.04384383
Mcavernosa06692,0.319985469,1.423855547
Mcavernosa22038,0.058823529,2.432025118
Mcavernosa22041,0,-0.138844382
Mcavernosa22061,0.035194744,-0.109627037
Mcavernosa22068,0.051196099,1.181179128
Mcavernosa22069,0.044343621,-0.15194896
Mcavernosa22107,0.035242291,-0.559729609
Mcavernosa22110,0,-1.377681811
Mcavernosa22124,0,1.768935255
Mcavernosa22143,0.043478261,0.146987348
Mcavernosa03065,0.314724911,-1.58662666
Mcavernosa22156,0.04368932,-0.22211419
Mcavernosa31167,0.320833265,1.808789924
Mcavernosa22189,0.043478261,0.435803517
Mcavernosa22222,0,-0.095977651
Mcavernosa22234,0.035714286,-0.155443479
Mcavernosa22235,0,-0.235242475
Mcavernosa22238,0.099560357,0.15791014
Mcavernosa22252,0,-1.107428481
Mcavernosa10902,0.316224489,-2.098787337
Mcavernosa22280,0.041666667,-0.415715822
Mcavernosa22281,0.03125,-0.083282767
Mcavernosa22282,0.095174724,0.609711695
Mcavernosa22292,0.042253521,0.06647266
Mcavernosa22296,0.042735043,-0.124871773
Mcavernosa12691,0.317484855,-0.70060918
Mcavernosa22315,0.042367934,-0.062839817
Mcavernosa22317,0.042253521,-0.016187081
Mcavernosa22336,0.034356278,0.386918659
Mcavernosa22337,0,0.91642215
Mcavernosa22344,0.036697248,0.745466589
Mcavernosa22347,0.037383178,0.95671694
Mcavernosa22350,0.079166343,-1.020813757
Mcavernosa22370,0.116131519,-0.490617357
Mcavernosa22380,0.10164673,-0.310517639
Mcavernosa22382,0.110594927,0.464413378
Mcavernosa22404,0.035632851,0.093848711
Mcavernosa22406,0.040133779,-0.595680008
Mcavernosa22419,0.039473684,-1.429968677
Mcavernosa09460,0.3175817,-1.766612021
Mcavernosa22424,0.143858992,-0.772135917
Mcavernosa22427,0.060169492,-0.391057466
Mcavernosa22429,0.037202857,-0.135471647
Mcavernosa22444,0,0.456006717
Mcavernosa22445,0.03514377,-0.80111372
Mcavernosa22446,0.10000252,-0.078081869
Mcavernosa22472,0.104357811,-0.103006843
Mcavernosa22500,0.042918455,-0.401858086
Mcavernosa22526,0.03125,-0.349568504
Mcavernosa22538,0,0.290530488
Mcavernosa22542,0.035720553,0.009371815
Mcavernosa22549,0.05982553,-0.394038024
Mcavernosa22550,0,0.910707246
Mcavernosa22555,0,-0.006809305
Mcavernosa17551,0.318976852,-1.303498971
Mcavernosa22561,0,-0.677615831
Mcavernosa01919,0.321629875,1.795179526
Mcavernosa22580,0.043165468,0.326569611
Mcavernosa22587,0.100010703,-0.120812839
Mcavernosa22590,0,0.04585784
Mcavernosa04695,0.319785396,-2.420195542
Mcavernosa22598,0.042553191,-0.061104102
Mcavernosa22604,0,-0.152551825
Mcavernosa22606,0,-0.230292471
Mcavernosa22627,0.035971223,-0.198318529
Mcavernosa22639,0.037735849,0.267617434
Mcavernosa22641,0.040697674,0.09510224
Mcavernosa22642,0.040271911,-0.767819669
Mcavernosa22658,0.058749909,0.424427996
Mcavernosa22672,0.041666667,0.000841918
Mcavernosa22684,0.107875056,-0.417691964
Mcavernosa22685,0.059751423,-0.413679155
Mcavernosa22692,0.04245283,0.014448688
Mcavernosa22693,0.05,-0.393444619
Mcavernosa22719,0,0.879316249
Mcavernosa22720,0.034513274,-0.110031855
Mcavernosa22726,0.099153797,-0.045510453
Mcavernosa22736,0.0162017,0.980131086
Mcavernosa22749,0,-0.166650989
Mcavernosa22752,0.055555556,0.603096211
Mcavernosa22765,0.038217277,0.561263119
Mcavernosa10913,0.320535182,-1.96168632
Mcavernosa22769,0.03630363,-0.006173917
Mcavernosa22771,0.045454545,-0.796285418
Mcavernosa22772,0,1.226408639
Mcavernosa22774,0.04,-0.764806619
Mcavernosa22777,0.03637334,-0.095291164
Mcavernosa22779,0.041666667,0.09492446
Mcavernosa22799,0,-0.105535523
Mcavernosa22801,0,-0.239835417
Mcavernosa22836,0.079591837,-0.211473346
Mcavernosa22838,0.038444245,0.079110429
Mcavernosa22850,0,-0.289487274
Mcavernosa22872,0.02249383,1.514023504
Mcavernosa22873,0,0.621798533
Mcavernosa31169,0.320833265,-0.797172523
Mcavernosa22897,0.0625,0.207061371
Mcavernosa22900,0.040545965,0.046050444
Mcavernosa22904,0.042857143,0.628305389
Mcavernosa22905,0.120945153,-0.345157101
Mcavernosa15534,0.321787229,-1.174656036
Mcavernosa22932,0.021757522,-0.318847264
Mcavernosa22938,0.038461538,0.380907674
Mcavernosa22951,0,0.301284144
Mcavernosa22953,0.038307873,-0.111822647
Mcavernosa22972,0.044444444,-0.580202974
Mcavernosa22975,0.043478261,-0.432940061
Mcavernosa22976,0,-0.270961317
Mcavernosa23002,0.038461538,1.461958027
Mcavernosa23010,0.043478261,0.076388656
Mcavernosa23030,0.035723228,-0.38792281
Mcavernosa23031,0,-0.033792872
Mcavernosa23035,0,-0.872434435
Mcavernosa23036,0,-0.082440604
Mcavernosa23047,0.034351145,0.260009709
Mcavernosa23061,0,-0.764255817
Mcavernosa23072,0,0.029185112
Mcavernosa23086,0.037735849,0.440690374
Mcavernosa23117,0.105351397,-0.000981185
Mcavernosa23118,0.099555355,0.50142427
Mcavernosa23126,0.032434728,0.002536492
Mcavernosa23127,0,-0.376003323
Mcavernosa23142,0,-0.959428179
Mcavernosa23156,0,0.387862257
Mcavernosa23157,0.055555556,-0.448945567
Mcavernosa23166,0.061455867,-0.145034383
Mcavernosa23172,0.05491106,-0.825910527
Mcavernosa23213,0.041666667,-0.064890804
Mcavernosa23226,0.033898305,-1.107330388
Mcavernosa15532,0.321787229,1.302913663
Mcavernosa23245,0,0.685927587
Mcavernosa23257,0.037113539,0.394392853
Mcavernosa23258,0,-0.124463765
Mcavernosa23261,0.036464133,-1.155902074
Mcavernosa23266,0.099543649,0.101315127
Mcavernosa23272,0.036463644,0.551760437
Mcavernosa23290,0.045226131,-0.562836557
Mcavernosa23327,0.040816327,-0.458987079
Mcavernosa23351,0.088534515,0.178717987
Mcavernosa23362,0.040540541,-0.190494706
Mcavernosa23400,0.050632911,0.225272257
Mcavernosa23451,0.044444444,0.053744917
Mcavernosa23463,0,-0.473774475
Mcavernosa23476,0,-0.987947316
Mcavernosa23504,0.056367787,0.077196979
Mcavernosa23554,0.052918799,1.481176476
Mcavernosa23556,0.032258065,-0.374785658
Mcavernosa19950,0.322037766,-0.849933404
Mcavernosa16187,0.324397895,-1.330449348
Mcavernosa23572,0.036641221,0.042488481
Mcavernosa23595,0.101235469,0.518120327
Mcavernosa23609,0.033783784,0.028529803
Mcavernosa23612,0.061564346,0.165414136
Mcavernosa23619,0.040816327,-0.201323951
Mcavernosa23625,0.034930918,-0.372399349
Mcavernosa23629,0.045454545,0.230699878
Mcavernosa23631,0.028571429,0.477994111
Mcavernosa23637,0.03030303,0.527866138
Mcavernosa23644,0,-0.37814851
Mcavernosa23646,0.04619271,-0.910640731
Mcavernosa23668,0,-0.643668141
Mcavernosa23670,0.050210296,0.684675089
Mcavernosa23674,0,-0.167898979
Mcavernosa23695,0.131435944,1.306161437
Mcavernosa23697,0.05924018,-0.606658482
Mcavernosa23761,0.043022036,-0.026902282
Mcavernosa31821,0.322977204,1.357534765
Mcavernosa23801,0.066894399,0.291055114
Mcavernosa23802,0,0.271154017
Mcavernosa23808,0.004566135,-0.236071578
Mcavernosa23825,0.05,-0.492266243
Mcavernosa23829,0.048526863,0.134809173
Mcavernosa23832,0.039485066,1.291846274
Mcavernosa23833,0.05,0.802981537
Mcavernosa23852,0.046047583,0.614751539
Mcavernosa23860,0.036290323,0.00025354
Mcavernosa23865,0.049221503,-0.237750247
Mcavernosa23872,0.045454545,0.471135202
Mcavernosa23876,0.055555556,-0.436858144
Mcavernosa00373,0.323056032,2.743475012
Mcavernosa23886,0.042253521,-0.277797501
Mcavernosa26072,0.323395883,2.473587135
Mcavernosa23898,0,1.139635242
Mcavernosa23935,0,0.023563074
Mcavernosa23949,0.03539823,0.09461098
Mcavernosa23961,0,0.006308617
Mcavernosa23970,0.044444444,0.280120911
Mcavernosa23976,0.125802134,0.151674424
Mcavernosa23990,0,0.573244891
Mcavernosa23994,0.048076923,0.998913957
Mcavernosa10281,0.324023466,1.616253888
Mcavernosa24002,0,0.502876595
Mcavernosa24021,0.03960396,-0.597625029
Mcavernosa02838,0.32427335,1.540719065
Mcavernosa24041,0,-0.473714162
Mcavernosa24060,0.028571429,0.089763638
Mcavernosa24067,0.09778888,0.41091049
Mcavernosa04564,0.324548205,2.857586266
Mcavernosa24104,0,-0.28874356
Mcavernosa23888,0.324575469,-0.231769928
Mcavernosa24118,2.39E-05,-0.825436276
Mcavernosa24119,0.037190083,-0.173012064
Mcavernosa24140,0,-0.441277552
Mcavernosa24148,0,0.2126931
Mcavernosa24151,0.09195021,-0.25031696
Mcavernosa24157,0.04665846,-0.288865232
Mcavernosa02791,0.324994769,1.191283113
Mcavernosa24173,0.031746032,-0.198627504
Mcavernosa24175,0.015106633,-0.094663459
Mcavernosa24180,0.043478261,0.202147573
Mcavernosa24186,0.051157125,0.273854147
Mcavernosa24240,0.051425213,-0.100688004
Mcavernosa24248,0,-1.790341149
Mcavernosa24249,0.045454545,-1.475413393
Mcavernosa24269,0.032922732,0.250374003
Mcavernosa24284,0.033333333,0.461786623
Mcavernosa01130,0.324855755,-1.650242819
Mcavernosa15635,0.324871081,-1.306291986
Mcavernosa24325,0.058148357,0.952556047
Mcavernosa24332,0,0.378306107
Mcavernosa24362,0,-0.257603613
Mcavernosa24364,0,0.449715888
Mcavernosa24375,0.068627845,-1.067645272
Mcavernosa04014,0.324999096,-0.772686528
Mcavernosa24380,0.028571429,-0.096045388
Mcavernosa17453,0.329315651,2.317816692
Mcavernosa24407,0.045454545,-0.791255391
Mcavernosa24411,0,0.095420663
Mcavernosa24415,0.03581401,0.046562755
Mcavernosa24422,0.03637802,-1.30958931
Mcavernosa24447,0,-0.175766725
Mcavernosa24461,0.042253521,-0.460357629
Mcavernosa24463,0.034482759,0.027826977
Mcavernosa24471,0,-0.128463271
Mcavernosa24473,0.042857143,0.596298398
Mcavernosa24480,0.033264033,-0.454996776
Mcavernosa16944,0.326066303,-1.551387786
Mcavernosa24491,0.035116279,0.258659796
Mcavernosa03178,0.327559113,-0.678319003
Mcavernosa24504,0.04,0.30410601
Mcavernosa24515,0.040494086,-0.187163843
Mcavernosa24520,0.045454545,0.496000006
Mcavernosa24542,0.054142985,0.223866771
Mcavernosa24543,0.057228916,0.871791652
Mcavernosa24544,0.076286568,0.912887019
Mcavernosa24545,0.076286568,-0.558110327
Mcavernosa24548,0.042553191,-0.037500738
Mcavernosa24567,0.03540064,-0.227218844
Mcavernosa08446,0.328333731,-0.132276177
Mcavernosa24601,0.071340446,-0.333487062
Mcavernosa24604,0.036075191,-0.119780706
Mcavernosa24609,0.034479068,0.314828356
Mcavernosa24610,0.036074264,0.214417239
Mcavernosa24613,0.034758387,-0.156016167
Mcavernosa24615,0.037878192,0.562987323
Mcavernosa24624,0,-0.141367574
Mcavernosa24632,0.035523979,0.564057739
Mcavernosa19730,0.330565405,-1.436845504
Mcavernosa24640,0.10752746,0.534111853
Mcavernosa24643,0.040816327,0.590327123
Mcavernosa24650,0.043478261,-0.370582247
Mcavernosa24661,0.05420712,-0.347300277
Mcavernosa24666,0.040361035,-0.307017348
Mcavernosa24668,0.036585366,0.886829052
Mcavernosa24671,0.036585366,0.73517837
Mcavernosa24672,0.126956115,-0.324077844
Mcavernosa27804,0.33068991,-2.756485237
Mcavernosa24678,0.045986074,-0.090995904
Mcavernosa24688,0.099947085,-0.44105492
Mcavernosa24694,0,0.941644292
Mcavernosa24695,0.037015824,-0.630213752
Mcavernosa24701,0.118565436,-0.148682167
Mcavernosa12028,0.336275153,-2.972734356
Mcavernosa24728,0.036007801,-0.125017534
Mcavernosa24749,0.035714286,-0.574961572
Mcavernosa24752,0.035809555,0.347276106
Mcavernosa24753,0.042253521,0.16207294
Mcavernosa24771,0,0.257992517
Mcavernosa24800,0.035714286,-0.242152044
Mcavernosa24811,0.139975745,0.032210981
Mcavernosa24819,0.035511364,-0.106974845
Mcavernosa11183,0.337764349,-2.917673918
Mcavernosa24829,0.041322314,-0.269958704
Mcavernosa24833,0.036241611,-0.593304639
Mcavernosa24849,0.042425253,1.252225848
Mcavernosa24862,0.052631579,-0.474141589
Mcavernosa24876,0.100018268,-0.052489872
Mcavernosa24881,0,0.371568883
Mcavernosa24884,0.032557893,-0.088040506
Mcavernosa00586,0.331123768,2.241262188
Mcavernosa24917,0.023412717,-0.388826523
Mcavernosa24920,0.046632124,-0.738593591
Mcavernosa24924,0.044776119,0.309790919
Mcavernosa24928,0.029411765,0.804495133
Mcavernosa24930,0.125903857,0.050364171
Mcavernosa24932,0.040983607,-0.019865506
Mcavernosa02960,0.336837802,2.241262188
Mcavernosa24953,0.043478261,-2.007619344
Mcavernosa24970,0.036075191,0.2252769
Mcavernosa24973,0.037735849,0.366387056
Mcavernosa24974,0.036363636,0.442116991
Mcavernosa24980,0.029679212,-0.120280856
Mcavernosa24982,0,0.03793206
Mcavernosa24987,0.035714286,0.402696039
Mcavernosa24990,0.040973631,0.057176225
Mcavernosa24994,0.044871795,0.701379759
Mcavernosa24996,0.032421582,0.781749751
Mcavernosa24997,0.037231713,0.727117582
Mcavernosa09912,0.343750457,1.529405044
Mcavernosa25001,0.041666667,1.311978735
Mcavernosa25002,0.050847458,0.891577415
Mcavernosa13847,0.338601641,-1.172016298
Mcavernosa25041,0.035554778,2.248796684
Mcavernosa25050,0,-0.524190268
Mcavernosa02598,0.341694123,-2.336716575
Mcavernosa25258,0.34268283,-0.390288965
Mcavernosa25057,0,-0.303621887
Mcavernosa25058,0,-0.758522701
Mcavernosa25068,0.043103448,0.03316521
Mcavernosa25069,0,1.110211877
Mcavernosa25079,0.037037037,0.816824892
Mcavernosa31657,0.34361979,-1.565315204
Mcavernosa25088,0.035087719,-0.494773035
Mcavernosa25140,0.10229592,-0.308132797
Mcavernosa25144,0,-0.61731607
Mcavernosa25317,0.344867315,1.838607949
Mcavernosa25149,0.03324328,0.348094854
Mcavernosa25151,0.034883721,-0.148118279
Mcavernosa25153,0.039473684,-0.221171707
Mcavernosa25157,0,0.032449102
Mcavernosa25158,0.051246247,-0.381298664
Mcavernosa25162,0.042016807,0.408049786
Mcavernosa25169,0.047351441,0.453095487
Mcavernosa25170,0,-0.639208441
Mcavernosa25176,0.060979185,-0.313423689
Mcavernosa12177,0.346389529,-1.152658393
Mcavernosa25184,0.046229632,-0.127162243
Mcavernosa25186,0.049268055,-0.63567404
Mcavernosa25192,0.024390244,0.041698942
Mcavernosa25193,0.043478261,0.175055728
Mcavernosa25195,0.041666667,-0.38377536
Mcavernosa06501,0.345510878,1.644630048
Mcavernosa25230,0.036622918,-0.523997655
Mcavernosa27048,0.347718521,1.047777412
Mcavernosa25239,0,-0.116407533
Mcavernosa25240,0,-0.063063229
Mcavernosa25242,0.106588935,0.081112094
Mcavernosa25252,0.043478261,-0.019163713
Mcavernosa19162,0.349470667,1.929972229
Mcavernosa17957,0.348749656,-1.164811592
Mcavernosa25269,0,-0.063251479
Mcavernosa25270,0,-0.567914866
Mcavernosa25273,0.045454545,-0.277574176
Mcavernosa25281,0.043478261,0.187511068
Mcavernosa31106,0.350589055,2.404378213
Mcavernosa29141,0.349506252,-0.712381731
Mcavernosa25310,0.032230704,0.141348357
Mcavernosa28171,0.354695777,1.179480245
Mcavernosa25322,0.125849131,-0.672489462
Mcavernosa27577,0.350303846,-0.571601743
Mcavernosa25330,0.112994577,0.031302514
Mcavernosa25337,0.04,-0.292808117
Mcavernosa28981,0.35038291,-1.947443948
Mcavernosa25359,0.03530512,0.944737052
Mcavernosa25362,0.04,-0.451066441
Mcavernosa09185,0.354124349,-1.837706302
Mcavernosa25404,0.036086984,0.164863491
Mcavernosa25413,0.029809492,0.169293017
Mcavernosa25415,0.036282486,1.200507023
Mcavernosa25441,0.037735849,0.792246564
Mcavernosa25442,0.0360036,0.536233505
